Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f.p1	1848-04-05	Národní nowiny					urn:nbn:cz:nk-00559d	https://www.digitalniknihovna.cz/mzk/view/uuid:f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	čeština		
PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f.p2	1848-04-05	Národní nowiny					urn:nbn:cz:nk-00559d	https://www.digitalniknihovna.cz/mzk/view/uuid:f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	čeština		
PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f.p100	1848-04-05	Národní nowiny					urn:nbn:cz:nk-00559d	https://www.digitalniknihovna.cz/mzk/view/uuid:f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	čeština		
PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	PressMint-CZ_1848-04-05-f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f.p101	1848-04-05	Národní nowiny					urn:nbn:cz:nk-00559d	https://www.digitalniknihovna.cz/mzk/view/uuid:f2413420-c8eb-11e9-bfd1-5ef3fc9bb22f	čeština		
